text,norm
"Notice shall be deemed given as follows: upon delivery if sent by courier service, express mail or personal delivery; and five (5) days after the date of mailing, postage prepaid, certified or registered mail if sent by mail.",0
"This Agreement contains the full and complete understanding between the parties hereto with respect to the license granted hereunder and supersedes all prior agreements and understandings, whether written or oral, pertaining thereto.",0
This Agreement cannot be modified except by a written instrument signed by each party hereto.,0
No waiver of any term or condition of this Agreement shall be construed as a waiver of any other term or condition and no waiver of any default under this Agreement shall be construed as a waiver of any other default.,0
"In such event, all payments made shall become immediately due and payable and this Agreement shall be automatically terminated",0
This Agreement will for all purposes be governed by and interpreted in accordance with the laws of the State of California without giving effect to any conflict of laws principles that require the application of the laws of a different state.,0
"This Agreement shall bind and inure to the benefit of each party, its successors and assigns",0
"None of either party’s rights hereunder shall devolve by operation of law or otherwise upon any receiver, liquidator, trustee or other party.",0
"In case any one or more of the terms contained in this Agreement shall be invalid, illegal or unenforceable in any respect, the validity, legality and enforceability of the remaining terms shall not in any way be affected or impaired thereby.",0
"This Agreement (""Agreement"") is made as of [___], 2020 by and between ARCA U.S. TREASURY FUND, a Delaware statutory trust (the ""Fund""), and ARCA CAPITAL MANAGEMENT, LLC, a Delaware limited liability company (the ""Blockchain Administrator"").",0
"WHEREAS, the Fund is a closed-end management investment fund that has registered as an investment company under the Investment Company Act of 1940, as amended (the ""Investment Company Act"") and that intends to operate as an interval fund pursuant to Rule 23c-3 under the Investment Company Act;",0
"WHEREAS, the Fund desires to retain the Blockchain Administrator to provide services related to the development of ERC-1404 compatible digital securities and administration of the smart contracts underlying the Fund’s digital securities in the manner and on the terms set forth herein;",0
"WHEREAS, the Blockchain Administrator is willing to provide such services to the Fund on the terms and conditions set forth herein;",0
"WHEREAS, the Blockchain Administrator will also serve as the Fund's investment adviser (the ""Adviser"") pursuant to an Investment Advisory Agreement entered into by and between the Fund and the Adviser (as amended from time to time, the ""Advisory Agreement""); and",0
"WHEREAS, the Fund bears all costs and expenses incurred in its operation, administration and transactions which are not specifically assumed by the Adviser pursuant to the Advisory Agreement or this Agreement.",0
"NOW, THEREFORE, in consideration of the premises and the covenants hereinafter contained and for other good and valuable consideration, the receipt and adequacy of which is hereby acknowledged, the Fund and the Blockchain Administrator hereby agree as follows:",0
"The Fund hereby employs the Blockchain Administrator to act as the blockchain administrator of the Fund, and to furnish, or arrange for others to furnish, the services, personnel and facilities described below, subject to review by and the overall control of the Fund’s Board of Trustees (the ""Board""), for the period and on the terms and conditions set forth in this Agreement.",0
"The Blockchain Administrator hereby accepts such employment and agrees during such period to render, or arrange for the rendering of, such services and to assume the obligations herein set forth subject to the reimbursement of costs and expenses provided for below.",0
This Agreement shall become effective as of the first date above written,0
"This Agreement shall continue in effect for two years from the date hereof, and thereafter shall continue automatically for successive annual periods, provided that such continuance is specifically approved at least annually by (A) the vote of the Board, or by the vote of a majority of the outstanding voting securities of the Fund and (B) the vote of a majority of the Fund's directors who are not parties to this Agreement or ""interested persons"" (as such term is defined in Section 2(a)(19) of the Investment Fund Act) of any such party, in accordance with the requirements of the Investment Fund Act.",0
"This Agreement will automatically terminate in the event of its ""assignment"" (as such term is defined for purposes of Section 15(a) (4) of the Investment Fund Act)",0
"Any notice under this Agreement shall be given in writing, addressed and delivered or mailed, postage prepaid, to the other party at its principal office.",0
"This Agreement contains the entire agreement of the parties and supersedes all prior agreements, understandings and arrangements with respect to the subject matter hereof.",0
"This Agreement shall be construed in accordance with the laws of the State of New York applicable to contracts formed and to be performed entirely within the State of New York, without regard to conflict of laws principles, and in accordance with the applicable provisions of the Investment Fund Act.",0
"In such case, to the extent the applicable laws of the State of New York, or any of the provisions herein, conflict with the provisions of the Investment Fund Act, the latter shall control.",0
"IN WITNESS WHEREOF, the parties hereto have executed and delivered this Agreement as of the date first above written.",0
"This Website Design, Development and Hosting Agreement the (“Agreement”) is entered into on January 11, 2018 by and between Natalija Tunevic, director of FreeCook (hereinafter referred to as “Client”) and Mitchell Vitalis, director of Mitchell's Web Advance, PLC (hereinafter referred to as “Company”)",0
Any changes to the Scope of Work following the execution of this Agreement requiring Additional Work must be submitted to and accepted by Company in writing as a “Change Order,0
The costs of any such changes shall be added to the Contract Price.,0
"Additional Work shall be defined as the addition or revision of pages, graphics, or other features, any text, graphic or page design or programming requiring more than two rounds of textual or graphical revisions, substantial revisions to text and/or content provided by Client, changes to elements which have been finalized, or significant changes in the Scope of Work.",0
Client acknowledges and agrees that any due dates set forth in the Scope of Work are subject to delay if Company does not receive the required materials or documentation in a timely manner or in the required format or if approvals are delayed by Client or if the Scope of Work is changed by Client.,0
"Client hereby grants to Company a non-exclusive and limited license to use Client’s trade names, logos and other trademarks in connection with Company advertising, marketing and promotion of its products and services.",0
"Client agrees that any unsolicited positive feedback Client provides to Company may be used in any Company marketing and/or advertising materials (i.e., customer testimonials).",0
"Company representatives are available during Company’s normal business hours which are 9 a.m. to 5 p.m. UTC +2, Monday through Friday",0
Any email or telephone correspondence received after normal business hours will be processed the following business day.,0
The surcharge for rush work shall be the standard hourly rate of $40 plus twenty-five percent (25%).,0
"THIS TRADEMARK LICENSE AGREEMENT (this “Agreement”), made and entered into as of the [ ] day of [ ], 2020 (the “Effective Date”), by and between ARCONIC INC., a corporation organized under the laws of Delaware (“Licensee”) and ARCONIC ROLLED PRODUCTS CORP., a corporation organized under the laws of Delaware (“Licensor”).",0
"WHEREAS, Licensor and Licensee entered into a Separation and Distribution Agreement having an effective date of the [ ] day of [ ], 2020 (“Separation and Distribution Agreement”); unless specifically defined in this Agreement, any capitalized term in this Agreement shall have the meaning set forth in the Separation and Distribution Agreement.",0
"WHEREAS, Licensor formerly operated as a business unit of Licensee;",0
"WHEREAS, as part of and further to the Separation and Distribution Agreement: (a) Licensor and Licensee are now two separate publicly traded companies; and (b) Licensor was assigned all right, title, and interest to the trademark “ARMX” (the “Licensed Mark”);",0
"WHEREAS, Licensee wishes to license from Licensor the right to the Licensed Mark as hereinafter defined below;",0
"WHEREAS, Licensee wishes to obtain from Licensor, subject to the terms and conditions set forth in this Agreement, the right and license to use, have used, manufacture, have manufactured, sell, have sold, advertise, have advertised, import, have imported, export, have exported, offer for sale, and have offered for sale the Licensed Products (later defined) using the Licensed Mark (the “Licensed Purpose”);",0
"WHEREAS, Licensor is willing to grant such rights, upon the terms and subject to the conditions set forth in this Agreement.",0
"NOW,THEREFORE, in consideration of the mutual agreements, provisions and covenants contained in this Agreement, and for other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, the parties, intending to be legally bound, hereby agree as follows:",0
"Licensor on behalf of itself and its Affliates hereby grants to Licensee the limited licenses to use and have used the Licensed Mark: (i) for the Licensed Products as set forth on Schedule 2; and (ii) as set forth on Schedule 1, concerning agreements entered into by Licensee prior to the Effective Date (“Existing Agreements”).",0
"For the avoidance of doubt, Licensor also grants to Licensee and its subsidiaries and affiliates a non-exclusive, worldwide royalty-free license for continued use of the Licensed Mark for the production and sale of inventory containing the Licensed Mark applied to such products during the Transition Period as set forth in section 8.2 of the Separation and Distribution Agreement and in Schedule 2 of this Agreement.",0
"For avoidance of doubt, to the extent that any of the licenses granted by the terms of this Agreement include any right to sublicense, such right to sublicense shall extend to Licensee’s subsidiaries and joint venturers.",0
"Notwithstanding any expiration or termination of this Agreement, Sections 1.4, 3, 4.4, 5.1, 5.2, and 6.1 through 6.11 shall survive and continue to be enforceable as set forth herein.",0
"Licensor represents and warrants to Licensee that Licensor’s performance of its obligations under this Agreement is not in conflict with, and will not result in a breach of or constitute a default under, any other contract, instrument, rule of law or order of any court or governmental agency to which Licensor is a party or by which Licensor is bound.",0
"Licensee represents and warrants to Licensor that Licensee’s performance of its obligations under this Agreement are not in conflict with, and will not result in a breach of or constitute a default under, any other contract, instrument, rule of law or order of any court or governmental agency to which Licensee is a party or by which Licensee is bound.",0
"But for the warranty set forth in section 5.1., supra, Licensor, by this Agreement, makes no warranties or guarantees, either express or implied, arising by law or otherwise with regard to the Licensed Mark and/or the Licensed Products.",0
"In particular, Licensor assumes no obligation and makes no representations or warranties hereunder, express or implied, in law or in fact, with respect to: (i) the utility, quality or characteristics of the Licensed Mark or any use, embodiment, or modification thereof; (ii) the use of any Licensed Product, embodiments, or modifications thereof, or (iii) whether such Licensed Products, or any use, embodiments, or modifications thereof, would be in compliance with any federal, state or local laws, regulations, standards or criteria with respect to any claim which may arise in connection with any sale or use of Licensed Products.",0
This Agreement shall be governed by and interpreted in accordance with the laws of the State of Delaware without regard to its conflicts of law principles.,0
"Each of the parties hereto waives any defense of inconvenient forum to the maintenance of any action or proceeding so brought and waives any bond, surety or other security that might be required of any other party with respect thereto.",0
"TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW EACH PARTY HEREBY IRREVOCABLY WAIVES ALL RIGHT OF TRIAL BY JURY IN ANY ACTION, PROCEEDING, CLAIM, OR COUNTERCLAIM ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT OR ANY MATTER ARISING HEREUNDER.",0
"Any notice or other communication under this Agreement shall be effective when: (a) delivered in person; (b) if mailed, when deposited in the mail by registered or certified mail, return receipt requested; or (c) if delivered by overnight mail by a recognized overnight carrier (e.g., FedEx, UPS, DHL). All such notices and other communications shall be addressed to the other party as follows:",0
"Nothing herein shall be deemed to constitute Licensor, on the one hand, or Licensee, on the other hand, as the agent or representative of the other, or as joint venturers or partners for any purpose.",0
This Agreement and the Separation and Distribution Agreement together contain the full understanding of the parties with respect to the subject matter hereof and supersedes all prior understandings and writings relating thereto.,0
"No waiver, alteration or modification of any of the provisions hereof shall be binding unless made in writing and signed by the parties.",0
The headings contained in this Agreement are for convenience of reference only and shall not be considered in construing this Agreement.,0
"In the event that any provision of this Agreement is held by a court of competent jurisdiction to be unenforceable because it is invalid or in conflict with any law of any relevant jurisdiction, the validity of the remaining provisions shall not be affected and the invalid provision shall be severed herefrom.",0
"This Agreement may be executed in any number of counterparts, each of which shall be deemed an original but all of such together shall constitute one and the same instrument. Scanned PDF copies of signatures and facsimile copies of signatures may be deemed original signatures.",0
"IN WITNESS WHEREOF, the parties have caused this Agreement to be executed by their respective authorized officers as of the Effective Date.",0
"THIS AGREEMENT is made as of this March 14, 2012 but effective as of March 1, 2012 (“Effective Date”) by and between Bizzingo, Inc., a Nevada corporation with offices at 63 Main Street, Suite 202, Flemington, NJ 08822 (“Bizzingo”) and Joseph Theismann, an individual whose address is 21495 Ridgetop Circle, Suite 304A, Sterling Virginia 20166 (“Theismann”) (collectively the “Parties”).",0
"WHEREAS, Theismann is recognized and widely known throughout the world as a retired, hall of fame professional athlete, and sports celebrity; and",0
"WHEREAS, Theismann’s name, by virtue of his ability and experience, has acquired a meaning in the mind of the purchasing public important to the advertising, promotion, and sale of services and merchandise; and",0
"WHEREAS, Bizzingo has developed a B2B interactive platform which engages in business social media including mobile and Internet applications (“Network”); and",0
"WHEREAS, Bizzingo is desirous of acquiring the rights to utilize Theismann’s name in connection with the advertisement, promotion, and sale of the Network as provided herein and Theismann is willing to grant such right",0
"NOW, THEREFORE, in consideration of the mutual covenants set forth herein and for other good and valuable consideration, it is agreed as follows:",0
"Subject to the terms and conditions set forth herein, Theismann hereby grants to Bizzingo and its affiliates the unlimited right and privilege during the Term (as defined herein) and within the Territory to use the Property (as defined herein) in connection with the advertisement, promotion, and sale of the Network in the Territory whether through film, television, radio, print and Internet media, including the right to use the Property in or on the Network.",0
"Except as stated herein, no other rights or privileges are granted to Bizzingo by Theismann.",0
"“Property” as stated herein shall mean Theismann’s name (including “Joe Theismann”, “Theismann” “J. Theismann”), nicknames, initials, autograph, facsimile signature, photograph, image, likeness, voice, video portrayals, biographical data, character, symbols, and/or other endorsement, and any variations or deviations thereof.",0
“Territory” as stated herein shall mean worldwide.,0
"Unless sooner terminated under the provisions hereof, this Agreement shall commence on the Effective Date and continue for a period of one (1) year (“Term”).",0
"The Royalty owed Theismann shall be calculated on a quarterly calendar basis (“Royalty Period"") commencing on the first (1st) day of June, September, December, and March, except that the first and last calendar quarters may be ""short"" depending on the effective date of this Agreement.",0
Payment of the Royalty shall be made no later than 45 days after the termination of the preceding full calendar quarter,0
"The foregoing notwithstanding, if this Agreement is terminated in accordance with the provisions herein during a Royalty Period, the Royalty shall be calculated up to and including the Termination Date and payment of the Royalty shall be made as provided herein.",0
"Any notice, request, demand or other communication required or permitted hereunder shall be in writing and shall be deemed properly given when actually received or within fourteen (14) days of mailing by certified or registered mail, return receipt requested, postage prepaid, whichever first occurs,",0
"Theismann acknowledges that the Royalty Warrant and Bonus Warrant and the shares of common stock of Bizzingo underlying such warrants are ""restricted securities"" as that term is defined under federal securities laws.",0
"Theismann acknowledges and agrees that any investment in Bizzingo warrants and common stock involves substantial risks and that Theismann or his representative has had the opportunity to review fully the books, records and financial statements of Bizzingo along with the Quarterly, Annual and Periodic filings of Bizzingo on the Securities and Exchange Commission's EDGAR website (http://sec.gov/edgar/searchedgar/companvsearch.html) and has determined that Bizzingo common stock is a suitable investment and he can bear the risk associated with such investment.",0
Theismann represents and warrants to Bizzingo that he is acquiring such shares of Bizzingo common stock for investment purposes and not with a view towards distribution.,0
"Theismann represents and warrants that, except as otherwise disclosed herein, he has not granted nor will he grant during the Term and for a period of one (1) year thereafter to any other party any right, permission, or license to use the Property in connection with the advertisement, sale, or promotion of the Network or in connection with networks that are identical or substantially similar to the Network.",0
"Theismann further represents and warrants to Bizzingo that he is the owner free and clear of the rights granted herein, and has the full right. power, legal capacity and authority to grant the rights herein.",0
"Theismann further represents and warrants that he has not misrepresented or concealed anything with respect to his or her background that may have a prejudicial effect on the value of the endorsement, that he is in good health and does not plan to retire during the Term of this Agreement, and that he or she has not engaged nor will he or she engage during the Term of this Agreement in any activity (criminal or otherwise) that could potentially have a negative impact on the Network.",0
Theismann's performance of services for Bizzingo hereunder is in his or her capacity as an independent contractor.,0
"Accordingly, nothing contained in this Agreement shall be construed as establishing an employer/employee, a partnership, or a joint venture relationship between Theismann and Bizzingo.",0
"The provisions of the Agreement shall be binding upon and shall inure to the benefit of the Parties hereto, their heirs, administrators, successors and assigns",0
No waiver by either party of any default shall be deemed as a waiver of prior or subsequent default of the same of other provisions of this Agreement.,0
"If any term, clause or provision hereof is held invalid or unenforceable by a court of competent jurisdiction, such invalidity shall not affect the validity or operation of any other term, clause or provision and such invalid term, clause or provision shall be deemed to be severed from the Agreement.",0
"This Agreement constitutes the entire understanding of the Parties, and revokes and supersedes all prior agreements between the Parties and is intended as a final expression of their Agreement.",0
This Agreement shall take precedence over any other documents which may conflict with this Agreement.,0
"IN WITNESS WHEREOF, the Parties hereto, intending to be legally bound hereby, have each caused to be affixed hereto its or his/her hand on the day indicated above.",0
"THIS SAMPLE OF NON-DISCLOSURE AND NON-COMPETITION AGREEMENT (“Agreement”) is made this _____ day of _________, 20___, by and between ___________________________ (the “Franchisee”), and ___________________________, who is an officer, director, or employee of Franchisee (the “Member”).",0
"WHEREAS, __________________ (“Franchisor”) has developed a distinctive set of specifications and operating procedures (collectively, the “System”) for the operation of “Pizza Fusion” restaurant businesses (“Franchised Businesses”).",0
"WHEREAS, Franchisor and Franchisee have executed a Franchise Agreement (“Franchise Agreement”) granting Franchisee the right to operate a Franchised Business under the terms and conditions of the Franchise Agreement;",0
"WHEREAS, the Member, by virtue of his or her position with Franchisee, will gain access to certain of Franchisor’s Confidential Information, as defined herein, and must therefore be bound by the same confidentiality and non-competition agreement that Franchisee is bound by.",0
"IN CONSIDERATION of these premises, the conditions stated herein, and for other good and valuable consideration, the sufficiency and receipt of which are hereby acknowledged, the parties agree as follows:",0
"All information, knowledge and know-how relating to Franchisor, its business plans, Franchised Businesses, or the System (“Confidential Information”) is deemed confidential, except for information that Member can demonstrate came to Member’s attention by lawful means prior to disclosure to Member; or which, at the time of the disclosure to Member, had become a part of the public domain.",0
"As used in this Agreement, the term “Post-Term Period” shall mean a continuous uninterrupted period of two (2) years from the date of: (a) a transfer permitted under Section 14 of the Franchise Agreement; (b) expiration or termination of the Franchise Agreement (regardless of the cause for termination); (c) termination of Member’s employment with Franchisee; and/or (d) a final order of a duly authorized arbitrator, panel of arbitrators, or a court of competent jurisdiction (after all appeals have been taken) with respect to any of the foregoing or with respect to the enforcement of this Agreement; either directly or indirectly (through, on behalf of, or in conjunction with any persons, partnership, corporation or entity).",0
All agreements and covenants contained herein are severable,0
"Member hereby acknowledges and agrees that Franchisor is an intended third-party beneficiary of this Agreement with the right to enforce it, independently or jointly with Franchisee.",0
"IN WITNESS WHEREOF, the Franchisee and the Member attest that each has read and understands the terms of this Agreement, and voluntarily signed this Agreement on the date first written above.",0
"If you or any Owner dies, becomes incapacitated, or enters bankruptcy proceedings, that person’s executor, administrator, personal representative, or trustee must apply to us in writing within three (3) months after the event (death, declaration of incapacity, or filing of a bankruptcy petition) for consent to Transfer the person’s interest.",1
"In addition, if the deceased or incapacitated person is the Operating Principal, you must within 30 days thereafter, hire and retain a replacement, who is satisfactory to us, to perform such obligations.",1
"If a satisfactory replacement is not retained, we will have the right (but not the obligation) to take over operation of the Franchised Business, or to hire and retain a replacement on your behalf, until the Transfer is completed and to charge a reasonable management fee for these services.",1
"In the case of Transfer by bequest or by intestate succession, if the heirs or beneficiaries are unable to meet the conditions of Section 14.3 [Transfer of Entire Business], the executor may transfer the decedent’s interest to another successor that we have approved, subject to all of the terms and conditions for Transfers contained in this Agreement.",1
"If an interest is not disposed of under this Section 14.6 [Transfer upon Death or Incapacity] within six (6) months after the date of death or appointment of a personal representative or trustee, we may terminate this Agreement under Section 15.2 [Termination By Us Without A Cure Period] below.",1
We may assign our right of first refusal to someone else either before or after we exercise it.,1
"If we cannot reasonably be expected to furnish the same consideration as the third-party, then we may substitute the reasonable equivalent in cash.",1
"If the parties cannot agree within 30 days on the reasonable equivalent in cash, we will designate, at our expense, an independent appraiser and the appraiser’s determination will be final.",1
"If a Transfer is proposed to be made by gift, we will designate, at our expense, an independent appraiser to determine the fair market value of the interest proposed to be transferred.",1
We may purchase the interest at the fair market value determined by the appraiser. Closing on the purchase will occur within 30 days after our notice to the transferor of the appraiser’s determination of fair market value.,1
"If we elect not to exercise our rights under this Section, the transferor may complete the Transfer after complying with Sections 14.2 [No Transfer without Our Prior Written Consent] through 14.6 [Transfer upon Death or Incapacity] above.",1
"We may terminate this Agreement by written notice to you, without giving you an opportunity to cure, upon the occurrence of any of the following events: 15.2.1. You, the Operating Principal, and/or your personnel fail to complete training under Section 5.1 [Initial Training Program] to our satisfaction. 15.2.2. You fail to open for business by the opening deadline specified in Appendix A. 15.2.3. You disclose the contents of the Manual or other trade secrets or confidential information contrary to Sections 11 and 12 of this Agreement. 15.2.4. You refuse to permit, or try to hinder, an examination or audit of your books and records or of the Franchised Business as provided in this Agreement. 15.2.5. You make any material misrepresentation in connection with your application to us for the franchise, or you submit to us any report or statement that you know or should know to be false or misleading. 15.2.6. You understate to us your Gross Revenues, by 2% or more on three or more occasions in any twelve-month period, or by 5% or more for any period of four or more consecutive weeks. 15.2.7. You fail to operate the Franchised Business for three or more consecutive business days on which you were required to operate, unless we determine that the failure was beyond your control. 15.2.8. You or any Owner, officer or director is convicted of a crime that we reasonably believe is likely to harm the reputation of the Pizza Fusion concept. 15.2.9. Any Transfer occurs that does not comply with Section 14, including a failure to transfer to a qualified successor after death or disability within the time allowed by Section 14.7 [Non-Conforming Transfers]. 15.2.10. You are in default three (3) or more times under Sections 15.3 [Termination by Us Following Expiration of Cure Period for Monetary Default] and/or 15.4 [Termination by Us Following Expiration of Cure Period] within any twelve (12) month period, whether or not the defaults are similar and whether or not they are cured. 15.2.11. After curing a default pursuant to Sections 15.3 [Termination by Us Following Expiration of Cure Period for Monetary Default] or 15.4 [Termination by Us Following Expiration of Cure Period], you commit the same default within twelve (12) months, whether or not the second default is cured. 15.2.12. Any condition exists with respect to the Franchised Business that, in our reasonable judgment, seriously jeopardizes public health or safety. 15.2.13. You fail to comply with the covenants in Section 17 below or fail to timely obtain execution of the covenants required under Section 12 above and Section 17.3 [Owners and Employees] below. 15.2.14. You fail to obtain or maintain required insurance. 15.2.15. You cease to operate the Franchised Business for more than seven (7) consecutive days or fourteen (14) days in any calendar year unless we approved a temporary closing or we determine, that the failure to operate was beyond your control, you otherwise abandon the Franchised Business, or you lose the right to possess the Premises or you otherwise forfeit the right to do or transact business as required under this Agreement.",1
"If, however, through no fault of you, the Premises are damaged or destroyed by an event such that repairs or reconstruction cannot be completed within ninety (90) days thereafter, you will have thirty (30) days after such event in which to apply for our approval to relocate and/or reconstruct the premises, and we will not unreasonably hold our approval.",1
You will have ten (10) days after written notice of such default from us within which to remedy the default.,1
"For any default not covered under Sections 15.1 [Termination By Us Without Notice], 15.2 [Termination By Us Without A Cure Period], or 15.3 above, you will have thirty (30) days after written notice of default from us within which to remedy the default.",1
"Upon termination or expiration of this Agreement for any reason, unless we direct you otherwise: 16.1.1. You agree to promptly pay all sums owing to us, our affiliates and suppliers, including, but not limited to, Royalty payments, contributions to the Marketing Fund, or other fees, damages, expenses, and attorney’s fees incurred as a result of your default.",1
"You agree to stop making any use of the confidential methods, procedures, and techniques associated with the System.",1
"You also agree to immediately deliver to us the Manual and all training materials, marketing materials, records, files, forms, instructions, signs, equipment, correspondence, copies, Customer Data, and other property in your possession or control that contain confidential information (as defined in Section 12) or that bear the Proprietary Marks and you agree not to retain any unauthorized copies of these materials.",1
You also must deliver to us all customer information that you have compiled.,1
"You agree to immediately cease to use, by advertising or in any other manner, the name “Pizza Fusion,” all other Proprietary Marks, and all other distinctive forms, slogans, signs, symbols, Websites, domain name, website, e-mail address, and any other identifier (whether or not we have authorized its use) that you used in connection with your operation of the Franchised Business or that are otherwise associated with the Proprietary Marks, System, and/or us.",1
"If you subsequently begin to operate another business, you agree that you will not use any reproduction, counterfeit, copy or colorable imitation of the Proprietary Marks that you used either in connection with the Franchised Business or its promotion, which is likely to cause confusion, mistake or deception, or which is likely to dilute our exclusive rights in and to the Proprietary Marks, nor any trade dress or designation of origin or description or representation which falsely suggests or represents an association or connection with us.",1
You agree to promptly take such action as may be necessary to cancel any assumed name registration or equivalent registration containing the name PIZZA FUSION or any other Proprietary Marks.,1
"You will, at our option, assign to us any interest which you have in the lease or sublease for the Premises.",1
"If we do not elect or are unable to exercise our option to acquire, or to acquire the lease or sublease for the Premises, you must make such modifications or alterations to the premises operated hereunder (including, without limitation, the changing of the telephone number) immediately upon termination or expiration of this Agreement as may be necessary to distinguish the appearance of the Premises from that of other Restaurants under the System, and such specific additional changes as we may reasonably request for that purpose.",1
"In addition, you must stop making any use of any telephone number and/or any domain name, website, e-mail address, and any other identifier (whether or not we have authorized its use) that you used in connection with your operation of the Franchised Business, and you must promptly execute such documents or take such steps necessary to remove reference to the Franchised Business from all trade or business telephone directories, including physical and online “yellow” and “white” pages, or at our request transfer same to us.",1
"You agree that, at our option, you will sell to us any or all your assets used to operate the Franchised Business (including equipment, fixtures, furnishings, Delivery Vehicles, supplies, and inventory) that we ask in writing to purchase.",1
We may exercise this option by delivering a notice of intent to purchase to you within 30 days after the expiration or termination of this Agreement.,1
"During that 30-day period, you agree not to dispose of, transfer, or otherwise hinder our ability to exercise our rights with respect to your assets.",1
"If we exercise our option to purchase, we may setoff all amounts due to us under this Agreement and the cost of the appraisal (if any), against any payment due to you.",1
"If we do not exercise our rights to purchase your Delivery Vehicle(s), you must immediately make such modifications or alterations to the Delivery Vehicle(s) that may be needed to remove any Proprietary Marks and to otherwise distinguish the appearance of the vehicle(s) from those used by other Restaurants.",1
"If this Agreement is terminated due to your default, you must, upon written demand, pay us a lump-sum payment in an amount calculated as follows: (a) the average of your Royalty fees and Advertising Contributions due for the last 60 months before our delivery of notice of default (or, if lesser, the months you had been operating before our delivery of notice of default), (b) multiplied by the lesser of 60 or the number of months remaining in the term of this Agreement.",1
"You agree to pay all damages, costs, and expenses, including, but not limited to, reasonable attorneys’ fees, that we incur (even if after the expiration or termination of this Agreement) in enforcing this Section 16 or Section 17.2 [After Termination, Expiration, or Transfer] below.",1
"You agree that during the term of this Agreement, you will not, without our prior written consent, either directly or indirectly through any other person or entity: 17.1.1. Own, manage, engage in, be employed by, advise, make loans to, consult for, rent or lease to, or have any other interest in any business that (directly or indirectly) operates, or grants franchises or licenses to operate, a restaurant featuring pizza and related food specialties or that offers products or services substantially similar to those then offered by Restaurants (“Competitive Business”); 17.1.2. Divert or attempt to divert any business or customer, or potential business or customer, to any Competitive Business; or 17.1.3. Induce any person to leave his or her employment with us. 17.1.4. In any manner interfere with, disturb, disrupt, impair, diminish, or otherwise jeopardize our business or that of any of our franchisees.",1
"For two (2) years after the expiration or termination of this Agreement or an approved Transfer to a new franchisee, you may not directly or indirectly own, manage, engage in, be employed by, advise, make loans to, consult for, or have any other interest in any Competitive Business that is, or intends to operate, within three (3) mile radius of the Premises of your Franchised Business or within a three (3) mile radius of any Restaurant then-operating or under construction to operate under the System, except as permitted by any Franchise Agreements that remain in effect between you and us.",1
"You may not attempt to circumvent the restrictions in Sections 17.1 [During Term] and 17.2 [After Termination, Expiration, or Transfer] by engaging in prohibited activity indirectly through any other person or entity.",1
"You agree to pay all costs and expenses that we reasonably incur in enforcing this Section 17, including reasonable attorneys’ fees.",1
"You are not authorized to, and agree that you will not, make any contract, agreement, warranty, or representation on our behalf, or create any obligation, express or implied, on our behalf.",1
"During the term of this Agreement, you agree to hold yourself out to the public as an independent contractor operating the Franchised Business under license from us, and you agree to disclose your status as independent contractor in all business dealings and exhibit a notice to that effect (the location and content of which we reserve the right to specify) on all promotional materials, invoices and stationery.",1
"You agree to hold harmless, defend, and indemnify us and our past, present and future affiliates, officers, directors, shareholders, agents, attorneys, consultants, and employees against any claims, losses, costs, expenses (including, but not limited to, reasonable attorneys’ fees, costs of investigation, settlement costs, and interest), liabilities and damages (collectively, “Claims”) arising directly or indirectly from, as a result of, or in connection with your activities under this Agreement.",1
"With respect to any threatened or actual litigation, proceeding, or dispute that could directly or indirectly affect us or any of the other indemnitees under this Section, if you do not assume the active defense of the matter within a reasonable time, we will have the right, but not the obligation, to: (i) choose counsel; (ii) direct and control the handling of the matter; and (iii) settle any claim against the indemnitees.",1
"Whenever our prior written consent is required under this Agreement, you agree to make a timely written request to us for such consent.",1
We will send notices intended for you to your address on the first page of this Agreement.,1
"You agree to send notices intended for us to our principal business address, which is currently 2200 West Cypress Creek Road, 1st Floor, Fort Lauderdale, Florida 33309.",1
Either party can change its notice address by informing the other party in writing of a new address.,1
"If the performance of any obligation by any party under this Agreement is prevented, hindered or delayed by reason of Force Majeure, which cannot be overcome by reasonable commercial measures, then the parties shall be relieved of their respective obligations (but only to the extent, that the parties, having exercised best efforts, are prevented, hindered or delayed in such performance) during the period of such Force Majeure.",1
"The party whose performance is affected by an event of Force Majeure shall give prompt written notice in the circumstances of such Force Majeure event to the other party by describing the nature of the event and an estimate as to its duration, if possible.",1
"The parties agree to incorporate by reference, and include in the text of this Agreement, the information on the cover page and in the recital paragraphs.",1
Both parties must sign a confidentiality agreement before participating in any mediation proceeding.,1
Each party will bear its own costs with respect to the mediation.,1
"You and the Owners must file any suit against us, and we may file any suit against you, in the federal or state court where our principal office is located at the time the suit is filed.",1
"You agree to reimburse us for all expenses we reasonably incur (including attorneys’ fees): (a) to enforce the terms of this Agreement or any obligation owed to us by you and/or the Owners; and (b) in the defense of any claim you and/or the Owners assert against us upon which we substantially prevail in court, arbitration, mediation, or other formal legal proceedings.",1
You must seek or obtain advice of counsel specifically with respect to this issue.,1
"In compliance with the requirements of Rule 31a-3 under the Investment Company Act, the Blockchain Administrator agrees that all records which it maintains for the Fund shall at all times remain the property of the Fund, shall be readily accessible during normal business hours, and shall be promptly surrendered upon the termination of the Agreement or otherwise on written request.",1
