tag,sentence
['obligation'],pivotal self service tech will provide the product in accordance with the specification and quantity and time frame designated by ccgi provision any additional product deemed by the joint venturer to be salable through the channel established by ccgi negotiate such favorable pricing and term with the supplier of the product so a to assure the viability of the joint venture offering and the continuity of product availability to the customer of the joint venture provide alternate fulfillment and distribution service of the product a backup to those provided by ccgi
['obligation'],effect of termination upon termination of this agreement each licensee party shall and shall cause all of it sublicensees to cease all use of the licensed ip that is subject to such termination excluding for clarity a any arizona licensed patent licensed copyright or licensed trademark that are expired invalid or abandoned or b any licensed that no longer constitutes confidential information
['obligation'],you agree to implement any such change at your own expense within the time we reasonably specify
['obligation'],aimmune shall document all preclinical study and clinical trial to be conducted in formal written study report according to applicable national and international ich gcp and glp guideline
['obligation'],you must satisfy the condition in section a transfer of entire business transfer of entire business transfer of entire business and transfer of entire business above in connection with any such transfer
['obligation'],elephant talk warrant that elephant talk customer shall sell and market their mobile telecommunication service based on the elephant talk wholesale service in it own name for it own account and on it own risk
['obligation'],any use by the party the licensee of the other party the licensor mark shall conform with any usage guideline or instruction that the licensor may provide from time to time and licensee shall promptly remedy any failure to conform with such guideline a are communicated to it by licensor
['obligation'],within fifteen day of receipt by receiving party of a written request from the disclosing party for the return of confidential information all disclosing party confidential information and all copy thereof in receiving party possession or control shall be returned to disclosing party or destroyed by receiving party at disclosing party instruction
['obligation'],if the distributor seek the supplier consent to any proposed dealing under clause the distributor must a disclose fully in writing all material fact relating to the dealing b comply fully with any condition or requirement set down by the supplier which attach to any supplier consent that is given
['obligation'],axiometric shall be solely responsible for providing all equipment furniture supply and other personal property that axiometric deems appropriate to operate it business
['obligation'],each member will be indemnified and held harmless by the venture from any and all harm or damage of any nature relating to the member s participation in venture affair except where such harm or damage result from gross negligence or willful misconduct on the part of the member
['obligation'],upon the termination of this agreement aimmune will promptly transfer to xencor copy of any physical embodiment of any aimmune to the extent then used in connection with the development or commercialization of the product such transfer shall be effected by the delivery of material document to the extent such aimmune is embodied in such document and to the extent that aimmune is not fully embodied in such document aimmune shall make it employee and agent who have knowledge of such aimmune in addition to that embodied in document available to xencor for interview demonstration and training to effect such transfer in a manner sufficient to enable xencor to practice such aimmune but only in a manner a set out a follows in this section
['obligation'],for sale of electric meter amr product suite to datamatic axiometric shall set the price of electric meter amr product suite sale to datamatic
['obligation'],in case of promotional action and event that will or might temporarily exceed the forecasted traffic volume elephant talk shall inform a soon a possible after which shall make reasonable effort to take appropriate and business wise feasible measure to prevent network interruption
['obligation'],all regulatory cost incurred in connection with the preparation of regulatory material and obtaining of product approval for the product shall be borne solely by aimmune
['obligation'],prompt adjustment shall be made by zynga to compensate for any error or omission disclosed by such examination
['obligation'],the insurance center shall be hosted solely by ebix and contained in an about wrapper and ebix shall during the term provide site maintenance service relative to the insurance center substantially a provided for the ebix site from time to time subject to the uptime requirement a set forth in section
['obligation'],licensee will provide licensor with copy of any material bearing any of licensor mark a requested by licensor from time to time
['obligation'],ma shall execute a company license registration form with client and present that license registration form to company after each purchase of the technology
['obligation'],if we require you to do so you agree to establish hyperlink to our website and others a we may request in writing
['obligation'],in case of violation of this article the party shall pay to the other party an equivalent of eighteen month gross salary of the respective employee
['obligation'],if we require you agree to participate in a gift card program that we specify
['obligation'],will refrain from using any elephant talk customer related data for any other purpose than providing the hosting service to elephant talk with the exception of legal tapping requirement in accordance with a request from the relevant public body and necessary use for the purpose of preventing tracing and fighting fraud or irregularity and other activity required by law
['obligation'],aimmune shall any suggestion or recommendation of xencor concerning the preparation filing prosecution and maintenance thereof
['obligation'],diplomat hereby indemnifies ki and ki undertakes to defend ki and ki against and hold ki and ki harmless from any claim suit loss and damage including attorney fee and cost arising out of a any allegedly unauthorized use of any patent process idea method or device by diplomat in connection with the product covered by this agreement b any alleged defect in the product covered by this agreement and c any other alleged action by diplomat
['obligation'],network affiliate shall be solely responsible for obtaining any consent required for the installation or use of any equipment at any theatre including without limitation governmental and landlord consent
['obligation'],in the event a dispute arises out of or in connection with this agreement the member will attempt to resolve the dispute through friendly consultation
['obligation'],the proposed transferee must complete all of the following requirement a demonstrate to our satisfaction that he or she meet all of our qualification to become a pizza fusion franchisee and at our request the proposed transferee must travel at his or her expense to our principal office for an interview b sign our standard form of franchise agreement or the standard form most recently offered to new franchisees if we are not then offering franchise to new franchisees for the balance of the term of this agreement and such other ancillary agreement we require for new franchised business their new franchise agreement may materially differ from the term of this agreement c successfully complete our training requirement and pay the fee for training d if the proposed transferee is one of our other franchisees he or she must not be in default under his or her agreement with u and must have a good record of customer service and compliance with our operating standard e if the transferee is a corporation or other entity the owner or owner of a beneficial interest in the transferee must execute our form of personal guarantee
['obligation'],subject to the term of this agreement elephant talk shall pay the total amount of specified in appendix a a contribution for upfront network related development cost of the hosting service including service a described in appendix payment shall be made in accordance with article
['obligation'],with regard to any claim or litigation to which the indemnifying party itself is not a party the indemnifying party must have afforded the indemnified party the opportunity to participate in any compromise settlement litigation or other resolution or disposition of such claim or litigation
['obligation'],upon such determination that any such term or other provision or any portion thereof is invalid illegal or incapable of being enforced the party hereto shall negotiate in good faith to modify this agreement so a to effect the original intent of the party a closely a possible in an acceptable manner to the end that the transaction contemplated hereby are consummated to the fullest extent possible
['obligation'],within thirty day after the initial shipment of the product covered by this agreement and promptly on the of each calendar month thereafter diplomat shall furnish to ki complete and accurate statement certified to be accurate by diplomat showing the number description and gross sale price itemized deduction from gross sale price and net sale price of the product covered by this agreement distributed sold by diplomat during the preceding calendar month together with any return made during the preceding calendar month
['prohibition'],except a agreed upon by mutual consent the joint venturer shall not be required to make any capital contribution to the joint venture
['permission'],the joint venturer shall have full and complete charge of all affair of the joint venture
"['prohibition', 'obligation']",neither joint venturer shall be entitled to compensation for service rendered to the joint venture a such but each joint venturer shall be reimbursed for all direct expense including travel office and all other expense incurred in the operation of the affair of the joint venture and the promotion of it business
"['permission', 'prohibition']",it is agreed that either joint venturer shall except a provided for below have authority to execute instrument of any character relating to the affair of the joint provided that without the written consent or approval of both of the joint venturer i the joint venture shall incur no liability of any sort nor any indebtedness for borrowed ii no asset owned in the name of the joint venture be disposed and iii no commitment to purchase any item for the joint venture shall be made
['prohibition'],no joint venturer shall withdraw transfer or have paid to him in any manner any part of his capital contribution or account or any other fund or property of the joint venture without the consent of both joint provided however there may be distributed to the joint venturer from time to time so much of the gross income of the joint venture a shall not be needed to defray the necessary and expected cost and expense of the joint venture business
['prohibition'],no joint venturer shall be authorized or empowered to mortgage hypothecate pledge sell or transfer an interest in the joint venture nor confer on any successor or assignee the right to become a joint venturer without the consent of the other joint venturer
['prohibition'],zynga shall not be required to pay the royalty to the extent offset by the annual minimum guarantee payment previously paid to wpt during the term
['prohibition'],conversely zynga shall not be required to make annual minimum guarantee payment to the extent offset by the royalty previously paid to wpt during the term
['prohibition'],licensee will not at any time during or after this agreement register attempt to register claim any interest in contest the use of or otherwise adversely affect the validity of any of licensor s mark including without limitation any act or assistance to any act which may infringe or lead to the infringement of any such mark
['permission'],licensee may use textual pictorial matter pertaining to the licensed property on such promotional display and advertising material a may in licensee s reasonable judgment promote the awareness consumption and sale of the licensed property
['prohibition'],no approval may be unreasonably withdrawn by licensor once delivered
['prohibition'],wpt or it affiliate shall not authorize a zynga competitor to commercially exploit the licensed property in connection with social poker gaming via a license similar to the license granted herein for the term
['permission'],if withholding tax are required zynga may account for the required amount of such withholding tax when calculating the royalty or other payment payable prior to remittance to wpt
['prohibition'],neither party will be liable to pay the other party any other type of charge or expense not agreed to in this agreement or any related amendment signed by the party
['permission'],each party shall have the right at any time to terminate this agreement without prejudice to any right which it may have whether pursuant to the provision of this agreement or otherwise in law or in equity or otherwise upon the occurrence of any one or more of the following event i the other party breach or fails to perform any of it material obligation provided for in this ii the other party is unable to pay it debt when due or make any assignment for the benefit of creditor or file any petition under the bankruptcy or insolvency law of any jurisdiction county or place or ha or suffers a receiver or trustee to be appointed for it business or property or is adjudicated a bankrupt or an or iii the other party asserts any right in or to the terminating party s intellectual property in violation of this agreement
['prohibition'],notwithstanding any termination of this agreement nothing herein will obligate zynga any user of a zynga game that includes wpt s licensed property or any third party platform or distribution partner to remove from the publicly available content regarding zynga service or any user account with zynga any of the reference to user interaction experience point achievement item purchase or other engagement or metric in the zynga game s that were generated prior to the expiration or termination of this agreement
['prohibition'],neither party shall have the right to obligate or bind the other party in any manner whatsoever and nothing herein contained shall give or is intended to give any right of any kind to any third person
['permission'],force majeure in the event that either party is prevented from engaging in the marketing and promotional activity in exhibit a manufacturing distributing or selling the licensed property because of any act of unavoidable fire strike lockout or other labor war riot or civil act of public enactment of any rule law order or act of government or governmental instrumentality whether federal state local or foreign or other cause beyond such party s control and such condition continues for a period of two month or more either party hereto shall have the right to terminate this agreement effective at any time during the continuation of such condition by giving the other party at least thirty day notice to such effect
['prohibition'],without the prior written consent of the other party neither party shall assign or transfer any of it right or obligation hereunder in whole or in part to any third party and any purported assignment without such prior written consent shall be null and void and of no force and except that notice but no consent shall be required for such assignment or transfer in connection with an internal reorganization or sale of the transferring party including by merger or other business combination or a sale of substantially all of the asset of the transferring party
"['obligation', 'prohibition']",the blockchain administrator shall make report to the board of it performance of obligation hereunder and furnish advice and recommendation with respect to such other aspect of the business and affair of the fund a it shall determine to be provided that nothing herein shall be construed to require the blockchain administrator to and the blockchain administrator shall not in it capacity a blockchain administrator pursuant to this agreement provide any advice or recommendation relating to the security and other asset that the fund should purchase retain or sell or any other investment advisory service to the fund
['prohibition'],the blockchain administrator shall for all purpose herein be deemed to be an independent contractor and shall unless otherwise expressly provided or authorized herein have no authority to act for or represent the fund in any way or otherwise be deemed an agent of the fund
['permission'],the blockchain administrator is hereby authorized to enter into agreement with other service provider pursuant to which the blockchain administrator may obtain the service of the service provider in fulfilling it responsibility hereunder
['permission'],the blockchain administrator shall have the right to retain copy of such record subject to observance of it confidentiality obligation under this agreement
"['prohibition', 'obligation']",the blockchain administrator and it officer manager partner agent employee controlling person member and any other person or entity affiliated with the blockchain administrator shall not be liable to the fund for any action taken or omitted to be taken by the blockchain administrator in connection with the performance of any of it duty or obligation under this agreement or otherwise a blockchain administrator of the fund and the fund shall indemnify defend and protect the blockchain administrator and it officer manager partner agent employee controlling person member and any other person or entity affiliated with the blockchain administrator collectively the indemnified party and hold them harmless from and against all damage liability cost and expense including reasonable attorney fee and amount reasonably paid in settlement incurred by the indemnified party in or by reason of any pending threatened or completed action suit investigation or other proceeding including an action or suit by or in the right of the fund or it security holder arising out of or otherwise based upon the performance of any of the blockchain administrator duty or obligation under this agreement or otherwise a administrator of the fund
['permission'],the provision of section of this agreement shall remain in full force and effect and the blockchain administrator shall remain entitled to the benefit thereof notwithstanding any termination of this agreement
"['obligation', 'prohibition']",the company shall ensure that all good and service provided by the company under or in association with any of the seller licensed trademark shall i be substantially the same a or greater than the quality of good and service provided under such seller licensed trademark immediately prior to the effective date and ii not be associated with any good or service including any activity that are reasonably likely to have an adverse effect on a the image or reputation of any of the seller licensed trademark or b seller s right title or interest in and to any of the arizona licensed trademark
['prohibition'],the company shall not tarnish or bring into disrepute the reputation of or goodwill associated with the seller licensed trademark or arizona
['prohibition'],the buyer entity acknowledge that this license grant doe not include and the company shall receive no right under this agreement or the stock purchase agreement to use any trademark that is confusingly similar to or derivative of a seller licensed trademark other than the seller licensed trademark themselves a expressly authorized hereunder
"['obligation', 'prohibition']",in addition to the obligation set forth in section and notwithstanding any other provision of this agreement the company shall comply with all obligation applicable to arizona and it affiliate under the trademark license agreement including for the avoidance of doubt any obligation with respect to reporting complaint a defined in the trademark license agreement which report the company shall provide to arizona and quality control and standard and licensor competitor a defined in the trademark license agreement and neither party shall undertake any act that would constitute a breach or a basis for termination under the trademark license agreement
['prohibition'],the company shall not create or use any corporate or trade name that include the arizona licensed trademark other than those in existence immediately prior to the effective date
['prohibition'],the company shall not have the right to register any domain name or social medium address or any similar or successor identifier containing arizona licensed trademark
"['permission', 'prohibition']",arizona may sublicense the license granted herein to it affiliate and third party in the ordinary course of business in support of it and it affiliate business but not for the independent use of third party and the company may sublicense the license granted herein to third party it subsidiary awp controlled affiliate or any holding company that is a direct or indirect parent of the company in the ordinary course of business in support of it and it subsidiary or controlled affiliate business but not for the independent use of third party each such affiliate third party awp or subsidiary a sublicensee
['prohibition'],the buyer entity acknowledge and agree that a arizona and it affiliate own the arizona licensed ip other than the arizona licensed trademark b awi licensing llc owns the arizona licensed trademark b neither the company nor it affiliate or it sublicensees will acquire any ownership right in the arizona licensed ip and c the company shall not represent or make any claim that it ha an ownership interest in any arizona licensed ip
['prohibition'],arizona acknowledges and agrees that a the company and it affiliate own the company licensed ip b neither arizona nor it affiliate or it sublicensees will acquire any ownership right in the company licensed ip and c arizona shall not represent or make any claim that it ha an ownership interest in any company licensed ip
['prohibition'],without limitation to the foregoing arizona shall not file application to register any company licensed ip or assist any person in doing the same or contest challenge or otherwise take any action adverse to the company s and it affiliate ownership of or right in and to the company licensed ip or assist any person in doing the same
['prohibition'],without limitation to the foregoing the company shall not file application to register any arizona licensed ip or assist any person in doing the same or contest challenge or otherwise take any action adverse to arizona s and it affiliate ownership of or right in and to the arizona licensed ip or assist any person in doing the same
['permission'],a between the party arizona with respect to the arizona licensed ip and the buyer entity with respect to the company licensed ip shall have the right but not the obligation for filing prosecuting and maintaining all arizona licensed ip and company licensed ip respectively in the licensing party s name
['prohibition'],this agreement shall not obligate either party to disclose to the other party or maintain register prosecute pay for enforce or otherwise manage any intellectual property except a expressly set forth herein
['permission'],a between the party arizona with respect to the arizona licensed ip and the company or buyer with respect to the company licensed ip shall have the right but not the obligation to elect to bring a proceeding or enter into settlement discussion regarding or otherwise seek to resolve any infringement misappropriation or other violation or allegation of invalidity or unenforceability of the licensed ip
['permission'],in the event that arizona decline to institute any proceeding against infringers or violator of any arizona licensed patent regarding activity that would fall within the company field if conducted by the company within day after being notified or becoming aware of such infringing conduct the company or buyer shall have the right to institute any proceeding against such infringers or violator
['permission'],either party may terminate this agreement if the other party materially breach this agreement and fails to remedy such breach within thirty day written notice provided however that if the material breach of this agreement by the breaching party is limited to the licensed copyright licensed the arizona licensed patent or the licensed trademark the party shall be entitled to termination solely with respect to the affected part of the license in such case the party may terminate this agreement with respect to the licensed copyright or the licensed or the arizona licensed patent or the licensed trademark a applicable
"['prohibition', 'permission']",assignment except a otherwise provided in this agreement including under section neither this agreement nor any of the right interest or obligation of any party under this agreement shall be assigned in whole or in part by operation of law or otherwise by either party without the prior written consent of the other provided however that a either party may assign any of the foregoing in connection with the sale or other transfer of the applicable business or asset of such party or it affiliate to which this agreement relates except that neither of the buyer entity may assign any such right interest or obligation with respect to the arizona licensed trademark b arizona may assign any of the foregoing to one or more of it affiliate and c the company and buyer may assign any of the foregoing to one or more of it subsidiary controlled affiliate awp or any holding company that is a direct or indirect parent of the provided that in each case b and c no assignment shall relieve the assigning party of any of it obligation under this agreement unless agreed to by the party
['permission'],accordingly each party hereto also agrees that in the event of any breach or threatened breach of the provision of this agreement by such party arizona on the one hand and the buyer entity on the other hand shall be entitled to equitable relief without the requirement of posting a bond or other security including in the form of injunction and order for specific performance
"['prohibition', 'obligation']",arizona on the one hand and buyer entity on the other hand hereby agree not to raise any objection to the availability of the equitable remedy of specific performance to prevent or restrain breach or threatened breach of this agreement by the buyer entity or arizona a applicable and to specifically enforce the term and provision of this agreement to prevent breach or threatened breach of or to enforce compliance with the covenant and obligation of the buyer entity or arizona a applicable under this agreement
"['obligation', 'prohibition']",subject to the term of paragraph below auriemma will make the appearance and provide to berkshire during the service period the service initiative and program described in schedule a attached hereto the endorsement service and b auriemma grant to berkshire the exclusive right and license the license right to use the auriemma identification during the contract period and throughout the contract territory solely in connection with the advertisement and promotion of berkshire and the financial service c the license right are exclusive to berkshire and may not be assigned or in any way conveyed by berkshire without auriemma s express written consent except in the event of a merger by berkshire with another entity offering banking service
['prohibition'],auriemma expressly agrees and undertakes that a the right to use the auriemma identification ha not been previously granted nor will it be granted to anyone other than berkshire for use during the contract period within the contract territory in connection with the advertisement promotion and sale of product and service which are the same a or similar to any of the financial service b auriemma will not enter into any arrangement or agreement which enables any berkshire competitor to be endorsed by auriemma whether by using the auriemma identification auriemma providing service similar to the endorsement service or otherwise during the contract period within the contract territory notwithstanding the foregoing it is understood that auriemma ha no control or influence over any decision by the university of connecticut to enter into any arrangement or agreement with any berkshire competitor
['prohibition'],anything herein to the contrary notwithstanding berkshire shall not have the right to utilize the auriemma identification except to the extent specifically authorized by this agreement
['prohibition'],nothing herein shall grant auriemma any right to use any of berkshire s trademark name service mark logo or any copyrightable material with berkshire s prior written consent
['permission'],auriemma may elect to have cash payment due auriemma hereunder made by check wire transfer or bank transfer
"['obligation', 'prohibition']",berkshire shall give auriemma a much advanced notice a possible for any requested appearance but in no event shall berkshire give auriemma le than fifteen day notice of the time and place berkshire desire auriemma to appear
"['prohibition', 'obligation']",except a required by federal security law or federal or state banking law each party agrees i that it will not disclose to any third party or use any confidential information a defined herein disclosed to it by the other party except a expressly permitted in this agreement and ii that it will take all reasonable measure to maintain the confidentiality of all confidential information of the other party in it possession or control which will in no event be le than the measure it us to maintain the confidentiality of it own information of similar importance
['permission'],either party shall have the right without prejudice to any other right it may have to terminate this agreement if the other party materially breach it obligation hereunder and such breach remains uncured
['permission'],upon the breach of either of the above condition the party may terminate this agreement a follows a a to a default under clause i above if payment is not made within ten day after the defaulting party shall have received written notice of such failure to make payment or b a to a default under clause ii above if such default is not cured within thirty day after the defaulting party shall have received written notice specifying in reasonable detail the nature of such default and such action the defaulting party must take in order to cure each such item of default
['permission'],whether or not such notice is given the other party shall have the right to the fullest extent permitted under applicable law following the occurrence of any event of insolvency and without prejudice to any other right it may have at any time thereafter to terminate this agreement effective immediately upon giving notice to the bankrupt party
['permission'],notwithstanding the foregoing if the agreement is terminated for any reason other than berkshire s material breach then for thirty day following such termination berkshire may continue to use any printed material already produced under this agreement
['permission'],berkshire may terminate this agreement immediately by giving auriemma notice if i auriemma dy or is prevented by injury or illness from satisfactorily performing the obligation required by this agreement ii auriemma is convicted of a felony or criminal offense involving dishonesty or fraud or iii auriemma publicly disparages berkshire or it product
['permission'],in the event of any arbitration or litigation including breach enforcement or interpretation arising out of this agreement the prevailing party of such litigation shall be entitled to recover reasonable attorney s fee cost and expense including and appellate attorney fee and cost
['prohibition'],therefore the party agree not to disclose the term of this agreement without the prior written permission of the other party other than to business advisor legal and financial representative except a required by federal security law or federal or state banking law
"['prohibition', 'obligation']",notwithstanding anything else contained in this agreement neither party will be liable for any delay in the performance of any of it obligation if such delay is caused by any reason wholly outside the control of the party so delaying a force majeur event subject to the obligation of the party so delaying promptly notifying the other party in writing of the reason for the delay and the likely duration of the delay
"['permission', 'obligation']",if the delay referred to above exceeds sixty day or such other reasonable period taking into consideration the nature and cause of the delay either party may forthwith terminate this agreement whereupon the party shall cease to be bound by their respective obligation under this agreement in respect granted under this agreement shall cease
['prohibition'],neither party shall have any power to bind the other in any manner whatsoever other than a otherwise stated in this agreement
['prohibition'],berkshire may not assign this agreement in whole or in part without auriemma s written consent
"['obligation', 'prohibition']",auriemma will sign item per year during the service period for berkshire provided all item are to be obtained at berkshire s cost provided however that berkshire shall not sell any item autographed by auriemma and auriemma will not be required to sign any item that is manufactured by a competitor of nike and subject to nike s right to disapprove any item
['permission'],berkshire may utilize auriemma and the auriemma identification throughout the contract period in all approved material including billboard ad direct mail counter card poster etc
['permission'],client may elect to pay company the hourly rate set forth below to type and proofread any written content not submitted in the electronic format specified above
['permission'],client further agrees that company may use and display the graphic and other web design element of client s website a example of company website design and development work
['permission'],to maintain company s portfolio credential and the integrity of any applicable copyright company shall be entitled to place an unobtrusive credit in the footer on each page of client s website
['permission'],company at it sole discretion may at any time alter or cease providing the customer service which it ha agreed to provide to client relating to client website pursuant to this agreement without any liability to company
"['obligation', 'prohibition']",commencing on the effective date and continuing until march about shall deliver to ebix advertising impression in the form and manner set forth on exhibit about will not begin to deliver the impression a set forth in exhibit g until the insurance center is live and fully functional
"['obligation', 'permission']",pursuant to section about shall use commercially reasonable effort to generate at least during the term and may use any and all advertising unit in order to reach this goal
['permission'],if any of the payment are not received on or before the appropriate date a described above about shall have the right to charge ebix interest on the overdue amount at the rate of per year calculated from day after the end of the month for which payment is made until the date of ebix payment of such amount which interest shall be in addition to such fee due and owing about
['permission'],in addition about shall be entitled to it reasonable cost and expense including attorney fee in connection with any action to collect fee under or to otherwise enforce this agreement
['permission'],about shall have the right to examine or to have examined by a representative of about ebix book and record to verify the accuracy of payment made to about for a maximum period of last month preceding a written notice of about pursuant to this agreement
['permission'],about may at any time revise the design look and feel and layout of the about network
['permission'],about shall have the right to approve in advance such modification
['prohibition'],ebix shall own and retain all right title and interest in and to any about customer data generated on the insurance center and nothing in this agreement shall confer in about any right title or interest in the about customer data except to the extent that it is duplicative of about user data and a hereinafter provided
['prohibition'],during the term and any time thereafter ebix shall not sell lease transfer disseminate display or otherwise disclose any about user data to any third party or otherwise use the same for any reason other than a set forth herein
['permission'],however ebix shall not be prohibited from selling leasing transferring disseminating displaying or otherwise disclosing any about customer data a defined in section above
['prohibition'],about shall own and retain all right title and interest in and to any about user data generated within the about network other than the insurance center and nothing in this agreement shall confer in ebix any right title or interest in or to the about user data other than the insurance center and except to the extent that it is duplicative of about customer data
"['prohibition', 'obligation']",ebix represents warrant and covenant that i the execution delivery and performance by ebix of this agreement and the consummation by it of the transaction contemplated hereby will not conflict with or violate any provision of law rule or regulation to which ebix is subject or any agreement or other instrument applicable to ebix or binding upon ebix it asset or ii ebix is the sole and exclusive owner of the ebix mark and the ebix content and ebix ha the unqualified right and power to render the performance and activity contemplated under the term of this agreement included but not limited to the right to publish all material software content product or service appearing on and accessible to about user linking from the insurance center to the about network or provided by about for use on the insurance iii the ebix mark and other content provided by ebix hereunder including but not limited to the ebix content or appearing on and accessible to about user linking from the insurance center to the about network will not infringe upon or violate the copyright trademark patent or other intellectual property right or interest of any third party or misappropriate the trade secret of any third party constitute false advertising unfair competition defamation invasion of privacy or publicity right moral or otherwise or violate any law or iv ebix will take commercially reasonable precaution to insure that the insurance center and the ebix site are and will continue to be free of any software disabling device including but not limited to time bomb virus or device of a similar nature or any defamatory slanderous libelous illegal pornographic or obscene material or and v ebix shall not a hold itself out a having any proprietary right with respect to the about mark or b make any claim to ownership right in the about mark or challenge the about mark or the registration thereof or c attempt to register or cause to be registered the about mark or create or use or attempt to register or cause to be registered any mark or trade name that are confusingly similar to the about mark or d use the about mark hereunder without about approval of such use
"['prohibition', 'obligation', 'permission']",about represents warrant and covenant that i the execution delivery and performance by about of this agreement and the consummation by it of the transaction contemplated hereby will not conflict with or violate any provision of law rule or regulation to which about is subject or any agreement or other instrument applicable to about or binding upon about it asset or ii about is the sole and exclusive owner of the about mark and about ha the unqualified right and power to render the performance and activity contemplated under the term of this agreement included but not limited to the right to publish all material software content product or service appearing on and accessible to or provided by about for use on the insurance iii the about mark and other content provided by about hereunder or appearing on and accessible to about user linking from the insurance center to the about network will not infringe upon or violate the copyright trademark patent or other intellectual property right or interest of any third party or misappropriate the trade secret of any third party constitute false advertising unfair competition defamation invasion of privacy or publicity right moral or otherwise or violate any law or iv about will take commercially reasonable precaution to insure that the about network and the about network are and will continue to be free of any software disabling device including but not limited to time bomb virus or device of a similar and v about shall not a hold itself out a having any proprietary right with respect to the ebix mark or b make any claim to ownership right in the ebix mark or challenge the ebix mark or the registration thereof or c attempt to register or cause to be registered the ebix mark or create or use or attempt to register or cause to be registered any mark or trade name that are confusingly similar to the ebix mark or d use the ebix mark hereunder without ebix approval of such use
"['obligation', 'prohibition']",the recipient of such confidential information shall hold such confidential information in confidence shall not use it except to further it relationship with the other party under this agreement and shall not publish or disclose it to third party unless authorized in writing by the disclosing party
"['obligation', 'prohibition']",upon expiration or termination of this agreement for any reason each party will promptly and at the direction of the other party either destroy or return to the disclosing party and will not take or use all item of any nature which belong to the disclosing party and all record in any form format or medium containing or relating to confidential information
['permission'],ebix may terminate this agreement upon to provided however that the termination is no earlier than of the effective date of this agreement
['permission'],either party may terminate this agreement if the other i fails to make any payment required to be made by it hereunder for more than twenty business day after such party shall have received notice from the other party of the failure of payment thereof or ii commits a material breach of this agreement that is not cured within thirty calendar day after receipt of written notice of the breach
['permission'],either party may terminate immediately upon written notice if the other party i cease to function a a going concern or to conduct operation in the normal course of ii ha a petition filed against it under any state or federal bankruptcy law which petition ha not been dismissed or set aside within ninety day of it filing or if a about sell all or substantially all of the asset of such party or any event or series of event whereby any entity acquires beneficial ownership of the capital stock of such party representing fifty percent of the voting stock of such party provided however that the acquisition of about by primedia shall not be ground for the termination of this or b ebix becomes acquired by merged into or is under the control of any of the following party about may terminate this agreement immediately upon by providing ebix written notice excite or lifeminders
['permission'],if such breach is not cured to about reasonable satisfaction about may remove the ebix link after informing either the president cfo or cto of ebix until about reasonably determines that the ebix web site is operational and fully functional
['prohibition'],neither party shall have any liability for any indirect special punitive or consequential damage including without the limitation loss of profit or business opportunity whether or not the party wa advised of the possibilty of such
['prohibition'],neither party will be liable for or will be considered to be in breach of or default under this agreement on account of any delay or failure to perform a required by this agreement a a result of any cause or condition that are beyond such party reasonable control and that such party is unable to overcome through the exercise of commercially reasonable diligence a force majeure event
