sentence,tag,,,,,,,,,
"Subject to the provisions of Section 2.3 with respect to transfer of title to NCM Equipment, at least thirty (30) days prior to any Disposition, NCM shall be permitted to enter the affected Theatre(s) and remove any NCM Property.",['permission'],,,,,,,,,
"Except in connection with a Disposition, Network Affiliate shall not be permitted to permanently discontinue Service to any Theatre without the prior written consent of NCM, which consent will not be unreasonably withheld, conditioned or delayed.",['prohibition'],,,,,,,,,
The costs of removal of NCM Equipment from any Theatre to which Service has been permanently discontinued shall be borne by Network Affiliate.,['obligation'],,,,,,,,,
Network Affiliate agrees to permit NCM to provide training services to Network Affiliates’ support staff and customer service and other employees and agents.,['obligation'],,,,,,,,,
"Network Affiliate shall cause its employees to attend such training and to follow the instructions given by NCM in such training as well as in follow-up instructions, guidelines and manuals of any kind provided to Network Affiliate by NCM.",['obligation'],,,,,,,,,
"On the Effective Date (the date on which NCM first provides the Service to the Theatres) NCM shall provide all aspects of the Service to Network Affiliate and Network Affiliate shall exhibit and otherwise participate in such aspects of the Service, on the terms and conditions set forth herein.",['obligation'],,,,,,,,,
"As of the Effective Date and during the Term, pursuant to the terms of Section 3.2, NCM will provide the following Services to the Digitized Theatres, and all Digitized Theatres will participate in (i) the Digital Carousel during the period beginning after the preceding feature film (or, in the case of the first feature film of the day, beginning after the opening of the auditorium doors for that film) until the beginning of the Pre-Feature Program, (ii) the Pre-Feature Program, (iii) the Policy Trailer and (iv) the Video Display Program.",['obligation'],,,,,,,,,
"As of the Effective Date and during the Term, pursuant to the terms of Section 3.2, NCM will provide the following Services to the Non-Digitized Theatres, and all Non-Digitized Theatres will participate in (i) the slide carousel during the period beginning after the preceding feature film (or, in the case of the first feature film of the day, beginning after the opening of the auditorium doors for that film) until the beginning of the Traditional Content Program, (ii) the Traditional Content Program, (iii) the Policy Trailer and (iv) the Video Display Program, but with respect to participation of Non-Digitized Theatre’s participation in the Video Display Program, only to the extent that a Non-Digitized Theatre has at least one Lobby Screen and has the requisite equipment necessary to participate in the Video Display Program.",['obligation'],,,,,,,,,
NCM shall provide Lobby Promotions to Theatres and Theatres shall participate in Lobby Promotions as described in Section 3.3.,['obligation'],,,,,,,,,
No Digitized Theatre shall become a Non-Digitized Theatre without the mutual agreement of Network Affiliate and NCM.,['prohibition'],,,,,,,,,
"On the Effective Date, NCM will commence distribution of the Digital Carousel, the Digital Content Service and the Traditional Content Program to the Digitized Theatres and Non-Digitized Theatres, all as set forth above in Section 3.1.",['obligation'],,,,,,,,,
"On the Effective Date, NCM will make available to the Theatres the Lobby Promotions, and Network Affiliate will accept such Lobby Promotions on the terms and conditions set forth herein.",['obligation'],,,,,,,,,
"NCM may provide additional Lobby Promotions, subject to approval by Network Affiliate.",['permission'],,,,,,,,,
NCM will take all other actions necessary and prudent to ensure the delivery of Lobby Promotions as required under the terms hereof.,['obligation'],,,,,,,,,
"NCM will inform Network Affiliate of the length of time that Lobby Promotions and additional Lobby Promotions, if any, are to be displayed.",['obligation'],,,,,,,,,
"NCM will be responsible for all costs and expenses associated with sourcing, production, delivery and execution of Lobby Promotions to the Theatres, including incremental costs actually incurred by the Theatres in connection with Lobby Promotions.",['obligation'],,,,,,,,,
"In its discretion, Network Affiliate may make employees available to assist in Lobby Promotions requiring exit sampling; provided that NCM shall reimburse Network Affiliate for the employees’ time used to conduct the exit sampling at their customary wage.","['permission', 'obligation']",,,,,,,,,
"Network Affiliate may, without liability, breach or otherwise, prevent and/or take any other actions with respect to the use or distribution of content that violates the foregoing standards; provided, that with respect to this Section 3.4(viii), Network Affiliate may opt out of such advertising only with respect to Theatres in the geographic locations identified, which may include all of Network Affiliate’s Theatres.",['permission'],,,,,,,,,
"If the Digital Content Service contains any content that violates the foregoing standards, NCM will use commercially reasonable efforts to remove such content as soon as reasonably practical.",['obligation'],,,,,,,,,
"If NCM fails to remove such content within a reasonable time, Network Affiliate may discontinue the Digital Content Service in such auditoriums where such content is shown until the violating content is removed and shall have no liability for such discontinuation.","['permission', 'prohibition']",,,,,,,,,
"If any other elements of the Service contain any content that violates the foregoing standards, NCM shall at Network Affiliate’s request, or Network Affiliate acting on its own behalf may, upon giving written notice to NCM, remove such content immediately.","['permission', 'obligation']",,,,,,,,,
"NCM is required to include no less than forty-five (45) seconds of Branded Slots within the final fifteen (15) minutes of the Play List, fifteen (15) seconds of which shall be included within the final eleven (11) minutes of the Play List; provided, that NCM may begin these Branded Slots up to one minute earlier when NCM expands the amount of advertising units that follow these Branded Slots through the sale of additional advertising to third parties.","['permission', 'obligation']",,,,,,,,,
NCM and Network Affiliate shall use commercially reasonable efforts to ensure that the Digital Content Network will be integrated with any network for the delivery of Digital Cinema Services such that the Services can be delivered over such network.,['obligation'],,,,,,,,,
"Network Affiliate shall use its reasonable efforts to provide audiences access to the Theatre auditorium for the Pre-Feature Program or Traditional Content Program, as applicable.",['obligation'],,,,,,,,,
Network Affiliate shall have the right to designate art house and draft house theatres that for purposes of this Agreement shall be “Excluded Theatres”.,['permission'],,,,,,,,,
"Network Affiliate shall provide written or electronic notice to NCM, in the form specified by NCM, each time there is a change in its list of Excluded Theatres.",['obligation'],,,,,,,,,
"With respect to any Theatre subsequently designated as an Excluded Theatre, the parties will negotiate in good faith terms for the discontinuation of delivery of the Service to such Excluded Theatre.",['obligation'],,,,,,,,,
"IMAX Screens will not receive, and Network Affiliate will have no duty to exhibit on any IMAX Screen, the Digital Carousel, the Pre- Feature Program or the Traditional Content Program; provided however, that Network Affiliate may elect to exhibit the Digital Carousel, the Pre- Feature Program or the Traditional Content Program on its IMAX Screens in its sole discretion.","['prohibition', 'permission']",,,,,,,,,
"Network Affiliate will provide NCM prompt written notice of any additions to or deletions from its list of IMAX Screens, which list appears on Exhibit D.",['obligation'],,,,,,,,,
"Network Affiliate shall provide written or electronic notice to NCM, in the form specified by NCM, each time there is a change in its list of IMAX Screens.",['obligation'],,,,,,,,,
"Notwithstanding anything herein to the contrary, Network Affiliate shall not be prohibited from: (i) promoting the grand opening of a Theatre or an Excluded Theatre, provided such promotional activity (x) may occur only for the thirty (30) day period immediately preceding the opening of the theatre to the general public through the thirty (30) day period immediately following the opening of the theatre to the general public, and (y) includes local advertising of such opening in exchange for the advertising of local businesses only, provided any on-screen advertising related thereto shall be subject to availability of on-screen Inventory and limited to one (1) advertisement thirty (30) seconds in length; and (ii) allowing advertising for the supplier of Network Affiliate employee uniforms to appear on such uniforms, provided that not more than two individual instances of such advertising ,may appear on any such uniform at any one time.",['permission'],,,,,,,,,
"Network Affiliate may not materially alter the Service or otherwise exhibit the Service in a manner resulting in a material change in an average viewer’s perception of the Service or any Service content, nor may Network Affiliate use or make the Service available for any purpose, at any location, or in any manner not specifically authorized by this Agreement, including without limitation recording, copying or duplicating the Service or any portion thereof.",['prohibition'],,,,,,,,,
Network Affiliate shall at all times use the NCM Equipment and the Service in accordance with such policies and procedures of NCM as NCM may reasonably impose from time to time.,['obligation'],,,,,,,,,
"Each party shall be solely responsible for obtaining and providing all rights, licenses, clearances and consents necessary for the use of any content it provides, or that is prepared or provided on its behalf, as contemplated herein, except as may otherwise be agreed by the parties in writing; provided, however, that, notwithstanding anything herein that might be construed to the contrary, NCM shall not be obligated to provide any right, license, clearance or consent necessary to permit the public exhibition of music in the Theatres (except with respect to background music provided by NCM or its affiliates).","['obligation', 'prohibition']",,,,,,,,,
"At any time that NCM Equipment is installed in any Theatre, Network Affiliate shall use its reasonable efforts to ensure there is no loss or damage to such NCM Equipment as a result of the standard or foreseeable operations of the Theatres, and to prevent piracy or other theft of inventory exhibited through the use of the NCM Equipment or otherwise in its possession or control.",['obligation'],,,,,,,,,
"Network Affiliate further agrees to keep all NCM Equipment, including without limitation video display terminals, clean, and to promptly notify NCM if any NCM Equipment is not functioning properly.",['obligation'],,,,,,,,,
"For any NCM Equipment located in Theatres or otherwise in Network Affiliate’s possession or control, Network Affiliate shall be responsible for any loss, theft or damage of or to NCM Equipment to the extent attributable to the negligence or wrongdoing of Network Affiliate.",['obligation'],,,,,,,,,
"Subject to the foregoing, NCM and/or its subcontractors shall keep and maintain Equipment installed in the Theatres in good condition and repair.",['obligation'],,,,,,,,,
"Network Affiliate shall provide NCM and/or its subcontractor’s access to the Equipment and such other support services as NCM and/or its subcontractors reasonably require to provide, or have provided, installation, maintenance and repair services as required hereunder.",['obligation'],,,,,,,,,
"Network Affiliate further agrees to require Theatre operations personnel to perform, at NCM’s direction, reasonable basic daily verification of on-screen performance (including written confirmation of on-screen image and audio clarity).",['obligation'],,,,,,,,,
NCM will provide Network Affiliate copies of all audit report reconciliations.,['obligation'],,,,,,,,,
"Provided that Network Affiliate is not in breach of this Agreement, NCM shall make available to Network Affiliate at no cost pursuant to the terms of the license in Section 5.1 below all Software updates and upgrades to the extent such updates and upgrades have been or are being made generally commercially available by NCM.",['obligation'],,,,,,,,,
"Unless otherwise agreed to in writing by NCM, Network Affiliate shall not permit any third party to perform or provide any maintenance or support services with respect to the Digital Content Network or the Software.",['prohibition'],,,,,,,,,
Network Affiliate agrees to take all actions during the Term that are within its control and reasonably necessary to permit delivery of the Service to the Theatres as contemplated by this Agreement.,['obligation'],,,,,,,,,
"In the event either Party fails to satisfy its obligation or other agreement to provide Inventory, the Inventory provided by either Party deviates from the standards imposed under this Agreement, or Inventory is not transmitted or exhibited as part of the Service due to the inadvertence, negligence or fault of either Party (as may result, for example, from the failure by either party to supply or maintain equipment or other technology necessary for transmission of the Service as required hereunder), then the Party not at fault may, as its sole and exclusive remedy therefor, require that the other Party, at its sole expense, deliver “make goods” sufficient to achieve the level of Inventory content impressions which would have occurred but for the inadvertence, negligence or fault of the other Party.",['permission'],,,,,,,,,
"The parties agree that, as part of the set-up services NCM will establish one or more connections between the Software and Network Affiliate’s point-of-sale software and such other software of Network Affiliate as is required to deliver the Service.",['obligation'],,,,,,,,,
"The parties agree that NCM will have “real-time” access through the connections to Network Affiliate’s point-of-sale software to Network Affiliate’s ratings, show-time, and attendance information, as shall be mutually determined by the parties (the “Point-of-Sale Information”).",['permission'],,,,,,,,,
The parties will cooperate to ensure that NCM does not receive access through Network Affiliate’s point-of- sale software to any information of Network Affiliate other than the Point-of-Sale Information.,['obligation'],,,,,,,,,
"Accordingly, except as may be expressly permitted under this Agreement, Network Affiliate shall not, nor shall it permit, cause, or authorize any other person or entity to: (a) Use the Software for any purpose, at any location, or otherwise access the Software in any manner not specifically authorized by this Agreement; (b) Make or retain any copy of the Software, except as specifically authorized by this Agreement; (c) Re-engineer, reverse engineer, decompile, or disassemble the Software or create or recreate the source code for the Software; (d) Modify, adapt, translate, or create derivative works based upon the Software, or combine or merge any part of the Software with or into any other software or documentation; (e) Refer to or otherwise use the Software as part of any effort to develop a program having any functional attributes, visual expression, or other features similar to those of the Software or to compete with NCM or its affiliates; (f) Remove, erase, or tamper with any copyright or other proprietary notice printed or stamped on, affixed to, or encoded or recorded in the Software, or fail to preserve all copyright and other proprietary notices in any copy of the Software made by Network Affiliate to the extent copying is permitted by this Agreement; (g) Sell, market, license, sublicense, distribute, or otherwise grant to any person or entity any right to use the Software or Documentation; (h) Use the Software to conduct any type of service bureau or time-sharing operation or to provide remote processing, network processing, network telecommunications, or similar services to any person or entity, whether on a fee basis or otherwise; or (i) Attempt to do any of the foregoing.",['prohibition'],,,,,,,,,
"Prior to using any Marketing Materials or depicting or presenting any NCM Mark in or on any Marketing Materials or otherwise, Network Affiliate shall submit a sample of such Marketing Materials or other material to NCM for approval.",['obligation'],,,,,,,,,
NCM shall exercise commercially reasonable efforts to approve or reject any such Marketing Materials or other material submitted to it for review within thirty (30) days from the date of receipt by NCM.,['obligation'],,,,,,,,,
"Network Affiliate shall not use, publish, or distribute any Marketing Materials or other material unless and until NCM has approved it in writing.",['prohibition'],,,,,,,,,
"Upon receipt of such approval from NCM for a particular Marketing Materials or other material, Network Affiliate shall not be obligated to submit to NCM substantially similar material for approval; provided, however, Network Affiliate shall timely furnish samples of all such material to NCM.",['obligation'],,,,,,,,,
NCM shall have the right to change the NCM Quality Standards from time to time upon notice to Network Affiliate.,['permission'],,,,,,,,,
Network Affiliate shall cause the appropriate designation “(TM)” or “(SM)” or the registration symbol “(R)” to be placed adjacent to the NCM Marks in connection with the use thereof and to indicate such additional or alternative information as NCM shall specify from time to time concerning the use by Network Affiliate of the NCM Marks.,['obligation'],,,,,,,,,
"Network Affiliate shall not use any NCM Mark in any manner that may reflect adversely on the image or quality symbolized by the NCM Mark, or that may be detrimental to or tarnish the image or reputation of NCM.",['prohibition'],,,,,,,,,
"Notwithstanding anything herein to the contrary, NCM shall have the right, at its sole option, to terminate or suspend the trademark license grant provided herein if NCM, in its sole discretion, determines that Network Affiliate’s use of the NCM Marks or any of them is in violation of the terms of this Agreement or of the NCM Quality Standards, or is otherwise disparaging to NCM’s image or reputation, and such use is not conformed to the terms of this Agreement of the NCM Quality Standards within ten (10) days of receipt of written notice thereof.",['permission'],,,,,,,,,
"Network Affiliate agrees not to use or adopt (i) any trademark or service mark which is confusingly similar to, or a colorable imitation of, any NCM Mark or any part thereof, (ii) any trademark or service mark in combination with any NCM Mark, or (iii) any NCM Mark in connection with or for the benefit of any product or service of any other person or entity.",['prohibition'],,,,,,,,,
"Network Affiliate shall not engage in any conduct which may place NCM or any NCM Mark in a negative light or context, and shall not represent that it owns or has any interest in any NCM Mark other than as expressly granted herein, nor shall it contest or assist others in contesting the title or any rights of NCM (or any other owner) in and to any NCM Mark.",['prohibition'],,,,,,,,,
"Prior to using any Marketing Material or depicting or presenting any Network Affiliate Mark in or on any marketing or advertising material or otherwise, NCM shall submit a sample of such Marketing Material or other material to Network Affiliate for approval.",['obligation'],,,,,,,,,
Network Affiliate shall exercise commercially reasonable efforts to approve or reject any such Marketing Material or other material submitted to it for review within thirty (30) days from the date of receipt by Network Affiliate.,['obligation'],,,,,,,,,
"NCM shall not use, publish, or distribute any Marketing Material or other material unless and until Network Affiliate has approved it in writing.",['prohibition'],,,,,,,,,
"Upon receipt of such approval from Network Affiliate for a particular Marketing Material or other material, NCM shall not be obligated to submit to Network Affiliate substantially similar material for approval; provided, however, NCM shall timely furnish samples of all such material to Network Affiliate.",['obligation'],,,,,,,,,
Network Affiliate shall have the right to change the Network Affiliate Quality Standards from time to time upon notice to NCM.,['permission'],,,,,,,,,
NCM shall cause the appropriate designation “(TM)” or “(SM)” or the registration symbol “(R)” to be placed adjacent to the Network Affiliate Marks in connection with the use thereof and to indicate such additional or alternative information as Network Affiliate shall specify from time to time concerning the use by NCM of the Network Affiliate Marks.,['obligation'],,,,,,,,,
"NCM shall not use any Network Affiliate Mark in any manner that may reflect adversely on the image or quality symbolized by the Network Affiliate Mark, or that may be detrimental to the image or reputation of Network Affiliate.",['prohibition'],,,,,,,,,
"Notwithstanding anything herein to the contrary, Network Affiliate shall have the right, at its sole option, to terminate or suspend the trademark license grant provided herein if it determines that NCM’s use of the Network Affiliate Marks or any of them is in violation of its trademark usage guidelines or is otherwise disparaging to its image or reputation, and such use is not conformed to such guidelines and other reasonable requests of Network Affiliate within ten (10) days of receipt of written notice thereof.",['permission'],,,,,,,,,
"NCM’s obligation to provide any Services dependant upon the use of the Network Affiliate Mark will be suspended during the period of any such suspension or termination, and NCM will have no liability for any failure to perform such Services during such time period.",['prohibition'],,,,,,,,,
"NCM agrees not to use (i) any trademark or service mark which is confusingly similar to, or a colorable imitation of, any Network Affiliate Mark or any part thereof, (ii) any trademark or service mark in combination with any Network Affiliate Mark, or (iii) any Network Affiliate Mark in connection with or for the benefit of any product or service of any other person or entity.",['prohibition'],,,,,,,,,
"NCM shall not engage in any conduct which may place Network Affiliate or any Network Affiliate Mark in a negative light or context, and shall not represent that it owns or has any interest in any Network Affiliate Mark other than as expressly granted herein, nor shall it contest or assist others in contesting the title or any rights of Network Affiliate (or any other owner) in and to any Network Affiliate Mark.",['prohibition'],,,,,,,,,
"During the Term, except as expressly provided in this Agreement, including Section 3.6 (Policy Trailer; Branded Slots); those provisions of Part A of Exhibit A that permit Network Affiliate to engage in certain Lobby Promotions; Section 3.11 (Grand Openings, Employee Uniforms), collectively, the “Exclusivity Exceptions”, Network Affiliate shall subscribe for and NCM shall be the exclusive provider to the theatres of the services specifically set forth in the definition of the “Service.”",['obligation'],,,,,,,,,
"Except as permitted by the Exclusivity Exceptions, during the Term, Network Affiliate shall neither engage nor permit a third party (excluding third party designees of NCM as provided hereunder) to provide, or itself provide, to any of Network Affiliate’s theatres any of the services specifically set forth in the definition of Service.",['prohibition'],,,,,,,,,
"Subject only to the Exclusivity Exceptions, NCM shall be Network Affiliate’s exclusive representative with respect to the procurement of Inventory (including without limitation all on-screen advertising) for the Advertising Services.",['obligation'],,,,,,,,,
"NCM shall be responsible, at its own expense, for the coordination and administration of Inventory placement, whether nationally, regionally or locally, including without limitation the acceptance of insertion orders, invoicing advertisers and other content providers, and the acceptance and collection of payments therefrom.",['obligation'],,,,,,,,,
"On or before sixty (60) days after the end of each month during the Term, NCM shall pay to Network Affiliate $30.00 per digitized screen (i.e., a screen connected to the Digital Content Network), provided Network Affiliate provides the required attendance and screen count information as such information time frames are established by NCM on a monthly basis.",['obligation'],,,,,,,,,
Each party shall render an accounting to the other on a monthly basis substantiating the calculation of Net Revenue payable during such month pursuant to Section 8.3.,['obligation'],,,,,,,,,
"Each Party shall keep and maintain accurate books and records of all matters relating to the performance of its obligations hereunder, including without limitation the sale of advertising, in accordance with generally accepted accounting principles.",['obligation'],,,,,,,,,
"During the Term and for a period of three (3) years thereafter, each Party, at its sole expense, shall, upon reasonable advance notice from the other party, make such books and records available at its offices for inspection and audit by the other party, its employees and agents.",['obligation'],,,,,,,,,
Each Party shall bear one-half of the fees of such firm.,['obligation'],,,,,,,,,
The parties shall then engage in discussions regarding renewal for a period of 30 days.,['obligation'],,,,,,,,,
"If no agreement is reached during that 30-day period, then neither party shall have any obligation to extend this Agreement beyond the Initial Term.",['prohibition'],,,,,,,,,
"Either Party may terminate this Agreement, immediately, by giving written notice of termination to the other, and without prejudice to any other rights or remedies the terminating party may have, if: (a) The other Party breaches any material provision of this Agreement, other than any provision of Section 14.8 or Articles V or XIII, and fails to cure such breach within thirty (30) days after receipt from the terminating party of written notice of the breach. (b) The other Party breaches any provision of Section or 14.8 or Articles V or XIII, and, to the extent such breach is susceptible to cure, fails to cure such breach within five (5) days after receipt from the terminating party of written notice of the breach. Notwithstanding anything else to the contrary herein, if the breach is not susceptible to cure, this Agreement will terminate immediately as of such breach, with or without any notice from the terminating party. (c) (i) A voluntary petition is commenced by the other Party under the United States Bankruptcy Code, as amended, 11 U.S.C. § 101 et seq., (ii) the other Party has an involuntary petition commenced against it under the Bankruptcy Code and such petition is not dismissed within sixty (60) days after filing, (iii) the other Party becomes insolvent, (iv) any substantial part of the other Party’s property becomes subject to any levy, seizure, assignment, application, or sale for or by any creditor or governmental agency, or (v) the other Party liquidates or otherwise discontinues all or most of that portion of its business operations which are related to this Agreement.",['permission'],,,,,,,,,
NCM may terminate this Agreement upon thirty (30) days written notice to Network Affiliate in the event that distribution of the Service to all of the Theatres listed on Exhibit B is permanently discontinued.,['permission'],,,,,,,,,
"Upon termination or expiration of this Agreement, and upon reasonable prior notice to Network Affiliate, NCM shall be entitled to enter the Theatres upon reasonable prior written notice, and any other premises of Network Affiliate where any NCM Property may be located, and recover any and all NCM Property, unless Network Affiliate chooses to purchase such Property based on a straight line five year depreciated value.",['permission'],,,,,,,,,
"In addition, each Party shall promptly deliver to the other or, at the other Party’s option, permit the other Party to enter its premises and recover any Equipment in the first Party’s possession, custody or control which may be owned by the other Party pursuant to Section 2.3 hereof.",['obligation'],,,,,,,,,
Each Party shall fully cooperate in this effort.,['obligation'],,,,,,,,,
"NCM shall be obligated to restore all premises from which it removes NCM Property or Equipment to its previous condition, reasonable wear and tear excepted.",['obligation'],,,,,,,,,
"In addition, any and all licenses granted by either party to the other under this Agreement shall immediately terminate, and NCM shall be entitled to immediately discontinue the Service.",['permission'],,,,,,,,,
"Notwithstanding termination of this Agreement, each party shall pay to the other, within five (5) days after the effective date of such termination, any and all fees (including costs and expenses) owed hereunder as of such termination.",['obligation'],,,,,,,,,
"On the occurrence of any event which would permit NCM to terminate this Agreement, in addition to any and all other rights and remedies to which NCM may be entitled at law or in equity, NCM may, without terminating this Agreement, and in its sole discretion and without further notice to Network Affiliate, suspend performance of any or all of its obligations under this Agreement (including, without limitation, by activating internal controls in systems or software that are designed to deny Network Affiliate use of or access to NCM Property) until and unless NCM determines, in its sole discretion and upon whatever conditions NCM chooses to impose on Network Affiliate, to resume performance of some or all of the suspended obligations.",['permission'],,,,,,,,,
"Neither party will at any time, except to the extent necessary to assert or defend its rights under this Agreement: (i) challenge or otherwise do anything inconsistent with the other party’s right, title or interest in its property, (ii) do or cause to be done or omit to do anything, the doing, causing or omitting of which would contest or in any way impair or tend to impair the rights of the other party in its property, or (iii) assist or cause any person or entity to do any of the foregoing.",['prohibition'],,,,,,,,,
"Network Affiliate shall defend, indemnify, and hold harmless NCM and its officers, directors, shareholders, contractors, employees, representatives, agents, successors, and assigns (collectively, “Representatives”) from and against any and all losses, obligations, risks, costs, liabilities, settlements, damages, judgments, awards, fines, penalties, and expenses (including, without limitation, reasonable attorneys’ fees) (collectively, “Costs”) suffered or incurred in connection with or as a result of, and from and against any and all third party claims, suits, actions, or proceedings actually or allegedly arising out of, based upon, or relating to, (i) any breach by Network Affiliate of Article IX, (ii) infringement by any information, content or other materials supplied by or on behalf of Network Affiliate hereunder (including the Brand) of any third party U.S. patent, trademark, or copyright right arising from NCM’s use of such materials in accordance and compliance with this Agreement, provided such Costs have been finally awarded by a court of competent jurisdiction or approved by Network Affiliate as part of a settlement, (iii) any use of any NCM Property other than as authorized by this Agreement, or (iv) Network Affiliate’s fraud, willful misconduct, or noncompliance with law.",['obligation'],,,,,,,,,
"NCM shall defend, indemnify, and hold harmless Network Affiliate and its Representatives from and against any and all Costs suffered or incurred in connection with or as a result of, and from and against any and all third party claims, suits, actions, or proceedings actually or allegedly arising out of, based upon, or relating to, (i) any breach by NCM of Article IX, or (ii) NCM’s fraud, willful misconduct, or noncompliance with law.",['obligation'],,,,,,,,,
"NCM shall defend, indemnify and hold harmless Network Affiliate and its Representatives from and against any and all Costs suffered or incurred arising from any and all third party claims, suits, actions, or proceedings to the extent actually or allegedly arising out of, based upon, or relating to any infringement by the NCM Property (but excluding any Equipment) of any third party U.S. trademark, copyright, or patent issued as of the Effective Date, arising from Network Affiliate’s use of the NCM Property in accordance and compliance with this Agreement.",['obligation'],,,,,,,,,
"In addition to, but not in limitation of, NCM’s obligations under Section 10.3 (a) above, NCM may, at its sole option, in the event that any claim, suit, proceeding, or action is brought or threatened for which NCM may be obligated under Section 10.3 (a) to indemnify Network Affiliate: (i) replace or modify the NCM Property to render it non-infringing; (ii) secure for Network Affiliate the right to use the NCM Property; or (iii) terminate this Agreement under the provisions of Article X.",['permission'],,,,,,,,,
"In the event NCM chooses to terminate this Agreement under Article X hereof, NCM shall refund to Network Affiliate the portion (if any) of the total amount of license fees actually paid to NCM by Network Affiliate hereunder during the two-year period immediately preceding the date of the claim for indemnification, depreciated according to a five-year straight line depreciation.",['obligation'],,,,,,,,,
NCM shall not have any liability to Network Affiliate under this Section 10.3 for any alleged infringement based in any part on: (i) any Service content or Confidential Information supplied by or on behalf of Network Affiliate; (ii) the combined use of the NCM Property with software or hardware products or other technology or materials not provided or owned by NCM; (iii) additions or modifications to the NCM Property not made by NCM; (iv) use or installation of the NCM Property in accordance with designs or specifications not provided by NCM; or (v) use of any legacy or superseded version of NCM Property if such infringement would have been avoided by use of a more recent version of the NCM Property made available to Network Affiliate.,['prohibition'],,,,,,,,,
"A Party offering indemnification or defense under this Article X (each, an “Indemnitor”) shall have the right to control the defense and settlement of any and all claims, suits, proceedings, and actions for which such Indemnitor is obligated to indemnify, hold harmless, and defend hereunder, but the Party or Representative of a Party receiving such indemnification or defense under this Article X (each, the “Indemnitee”) shall have the right to participate in such claims, suits, proceedings, and actions at its own cost and expense.",['permission'],,,,,,,,,
"EXCEPT IN CONNECTION WITH A BREACH OF ARTICLE XIII OF THIS AGREEMENT AND WITH THE EXCEPTION OF THE INDEMNIFICATION OBLIGATIONS OF THE PARTIES UNDER ARTICLE X, IN NO EVENT SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY OR ANY OTHER PERSON OR ENTITY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL, PUNITIVE, EXEMPLARY, OR EXTRA-CONTRACTUAL DAMAGES OF ANY KIND WHATSOEVER ARISING FROM OR CONNECTED WITH THIS AGREEMENT, INCLUDING, BUT NOT LIMITED TO, LOST PROFITS, LOST REVENUES, OR LOSS OF BUSINESS, REGARDLESS OF LEGAL THEORY, WHETHER OR NOT FORESEEABLE, EVEN IF EITHER PARTY HERETO HAS BEEN ADVISED OF THE POSSIBILITY OR PROBABILITY OF SUCH DAMAGES AND EVEN IF THE REMEDIES OTHERWISE PROVIDED BY THIS AGREEMENT FAIL OF THEIR ESSENTIAL PURPOSE.",['prohibition'],,,,,,,,,
"Each Party, upon the request of the other, shall perform any and all further acts and execute, acknowledge, and deliver any and all documents which the other party determines in its sole reasonable judgment may be necessary, appropriate, or desirable to carry out the intent and purposes of this Agreement, including without limitation to document, perfect, or enforce NCM’s right, title, or interest in and to any NCM Property or Derived Works.",['obligation'],,,,,,,,,
"Network Affiliate shall notify NCM promptly, in writing, of any alleged, actual or threatened infringement, violation, misappropriation, imitation, simulation, or misuse of or interference with (“Infringement”) any NCM Property or Derived Work of which Network Affiliate knows or which Network Affiliate has reason to suspect.",['obligation'],,,,,,,,,
"During the Term, except as otherwise provided in this Agreement, Network Affiliate and its affiliates agree not to engage or participate in any business, hold equity interests, directly or indirectly, in another entity, whether currently existing or hereafter created, or participate in any other joint venture that competes or would compete with any business that NCM is authorized to conduct in the Territory pursuant to this Agreement, whether or not NCM is actually conducting such business in a particular portion of the Territory.",['prohibition'],,,,,,,,,
"During the Term and for a period of twelve (12) months thereafter Network Affiliate will not, without NCM’s prior written consent, either alone or in concert with others directly or indirectly solicit, entice, induce, or encourage: (i) any employee, contractor or agent of NCM to terminate his or her employment, contractor or agency relationship with NCM, (ii) any client of NCM to discontinue using NCM’s services or products, (iii) any client of NCM to refer prospective clients to one or more competitors of NCM or to discontinue referring prospective clients to NCM, (iv) any NCM employee, client, or prospective client to breach any agreement with NCM, or (v) any existing or proposed arrangement or other community or institutional affiliation to discontinue the affiliation or relationship with NCM.",['prohibition'],,,,,,,,,
Network Affiliate shall provide to NCM during each month of the Term 25 complimentary Theatre passes that will not expire any earlier than 120 days from the date of issuance.,['obligation'],,,,,,,,,
The passes shall be provided to NCM at least 30 days prior to the month in which such passes first become valid.,['obligation'],,,,,,,,,
"Network Affiliate and NCM shall at all times operate and conduct its business, including, without limitation, exercising its rights under this Agreement, in compliance with all applicable international, national, state, and local laws, rules, and requirements.",['obligation'],,,,,,,,,
Network Affiliate shall maintain with financially sound and reputable insurance companies insurance on the Theatres and the Equipment in such amounts and against such perils as Network Affiliate deems adequate for its business.,['obligation'],,,,,,,,,
"NCM shall maintain with financially sound and reputable insurance companies insurance for its business and Equipment in such amounts and against such perils as NCM deems adequate for its business, including the installation services set forth in Section 2.2 herein.",['obligation'],,,,,,,,,
"Each Party will name the other Party (including its agents, officers, directors, employees and affiliates) as an additional insured on such policies of insurance.",['obligation'],,,,,,,,,
